name,date,rating,content,like
八神蓮,2020年3月11日,2,スマホのOSのアプデをしたあとにSDカードに保存した曲が再生出来ないのはどうすればいいんでしょうか。 うたパスの方だとSDに保存した曲が全く聞けず、以前のLISMOのプレイヤーでは聞けます。新規の曲はこちらにも反映されていません・・・。 うたパスのQ&Aには1度アンインストールして再インストールすればいいと書いてあったので、その通りにしましたが、何も変わりませんでした。 使い勝手が良かったのに、少し残念です。,12
Jun U,2020年3月18日,2,機種変してから、保存した歌が消えるようになりました。全て再ダウンロードしても数日後にアプリを立ち上げると、保存した曲が消えていて、再生できません。聞くためには、また再ダウンロードする必要です。 対処法を教えてください。,5
ZEN Gemini,2020年2月22日,3,Music Storeの方は楽曲購入、此方はオリジナルのラジオも含めてストリームで聴くって事で良いのかな？ スマパスプレミアム会員でも、結局出来る事は御試しだけで、此のサービスの有料会員にならないと、殆んど使えない。 ローカルファイルのプレイヤーとしても、特に使い易いと云う事もなく、イコライザーは相変わらず、下のバスブーストとサラウンドが、しょっちゅう一時的にとはいえ反応しなくなる現象はその儘。 よって殆んど使っていない。,24
youko k,2020年4月1日,1,「音楽プレーヤー付き」じゃなくて「音楽プレーヤー」が欲しい。強制的にLISMOを使えなくしてこれを使うように言っておいて、どうしてLISMOと同じことができないの？ できないならLISMOを返して。,14
北糾香,2020年3月10日,2,機種変更をしてとうとうLISMOが消えたのでこちらに移行しました。 まだ慣れていないこともあるのでしょうが、それ抜きにしても使いづらい面がいくつかあります。 私は聴き放題機能を必要としないのですが、アプリを起動すると必ずそこのページからになります。ただ私はスマホに入れた音楽を聴きたいだけなのです。 また、ウィジェットもあるのですが、高確率で再生ボタンもスキップボタンも反応しません。結局アプリを開くことになります。 別の音楽アプリを入れることも検討しましたが、LISMOの使いやすさが忘れられず、前者はともかく後者が改善されることを願っての継続利用と、星2です。,13
広瀬はじめ,2020年3月15日,2,車移動の時にBluetoothで接続して曲をながしてるんだけど、リスモならエンジン切ったら曲も止まるのに、うたパスは止まらず、わざわざ切らないといけないのが面倒。音質もリスモに比べたら良くない気がする。 リスモのが良かったなー。,10
846 yashiro,2020年2月3日,3,myうた保存してダウンロードした曲が突然ダウンロードされていない事になります。その度に再ダウンロードしいてるのですが、月を重ねる毎に保存した曲数が増えてきて手間に感じます。とても気に入っているので少し残念です。,7
佐々木彩夏,2020年4月8日,1,インストール済の楽曲を再生すると、3~4秒ブランクがある。 せっかくお金出して買ってるのにちゃんと聞けないのはどうかと思う。 至急の改善を求めます。,29
Michiko Hara,2020年2月2日,1,2019/08/26になって、当方GALAXY8です 　アプデしても、うたパス画面を開いてないと、他から通知来たら、止まりますので、また評価下げさせてもらいました 　年が明けてからも、途中で曲が止まります 何をどう改善してるのでしょう？ 　ホント糞アプ,9
深澤弘輝,2020年2月8日,1,何一つマトモなアプリを作れないが、キャリア特典がなければまず使わない。 。有料プランで保存した曲は1～2か月ごとに消えます。 他のレビューでも同じ事象が発生してる様ですが対応する気はなしですか。,5
田山月淮,2020年2月17日,1,曲を止めて暫くするとプレイヤーがリセットされるの本当に何とかしてほしい。 アプリ起動→広告に×→アーティスト検索→聞きたい曲選択→再生。曲検索でもいいけど英語のタイトルだと余計面倒になる。 それで操作性が100点だと……？,8
とり。,2020年3月1日,1,2020/03/01アップデートしたら、うたパストップ画面ではログインした事になってるのにいざ曲を購入しようとするとログインを要求され結果ログイン失敗する。 Wi-Fi切ってアプデ、1度アンストして再インストしても変わらず。 意味不,1
beauty ys,2020年3月29日,1,数日前まで反映されていたのにいきなり購入した曲がLISMOのライブラリーの方に反映されなくなりました。うたパスの方は使いにくいのでLISMOに戻して欲しいです。,8
MAKI OKAUE,2020年3月19日,5,無料でこれだけ聴けたらとてもいいです。普段は同じ曲や同じアルバムをずっと聴いてしまうので、shuffleで流れるとまた新たな良い歌に出会うことができます。,6
山下和宏,2020年3月22日,2,以前のLISMOが非常に使いやすかった。機種変したら仕方なく歌パスにしたが使いづらい。曲の音がかなり乱れて耳がおかしくなる,5
nonstop talk,2020年4月7日,1,ずーっと起動できないんだが...たまに出るのは不明なエラーかネットワーク速度の低下... は？他のアプリはすぐ開く！ も退会する！,0
石久,2020年4月7日,1,アプリを開いてもネットワークエラーでつながりません。 auに連絡して、色々やってみましたが聴けません。,1
もろみん,2020年3月19日,2,自分が買った歌が一番最初に出てこればそれでいい。 回りくどいし面倒くさい。 おすすめとかは購入したい時だけでいいからあまり使わない。,1
weet n,2020年2月17日,1,myうたプレミアムに登録してます。月１回ペースで購入した曲が消えてしまう。再ダウンロードをするのが手間。プレイリストもまた1から作り直し。なんとかしてほしい,4
グリフォン,2020年2月24日,3,音質はよいが、1回音楽を止めて一定時間か経つと最初からアプリを起動しなければならない。 またアプリ起動も多少の時間がかかるのでレスポンスは良くはない。,9
檜山明那,2020年3月20日,5,大好きな曲はもちろん､大好きなアーティスト達がたくさんあったので､凄く嬉しいです｡満足で､ずっと聞いています｡,4
TAKASHI KOMURO,2020年2月23日,1,画面ウィジェットを張り付けといても止めると操作出来なくなりまた最初からインしなくてはならなくなる・・・Android10にしてからはいっそう酷い状況！前のLISMOの方が断然良かった！,15
sakaki keiichi,2020年3月18日,1,いちいちネットを繋げて起動させるのが、理由・思惑を考慮しても、開発者の無能を感じる。 ネットを繋げるのも有料な日本において、低所得者には扱えない。,7
きょんきょん,2020年3月23日,2,音質があまり良くない ジャケ写が時々反映されない 音程が変えれる機能がなくなったのが残念 色々アップデートして悪くなったと思います,4
エンプティ,2020年3月27日,3,文句は無いが、購入した楽曲等の一部の曲が出だしで転ぶ(しっかりと再生されない)ので前のバージョンの方が良かった,6
杉浦諄哉,2020年3月4日,1,新規登録してID設定してもポイント購入の時ID入力してもはじかれる。正直ゴミとしか言いようがない充電も馬鹿みたいに持ってかれるし登録しても時間の無駄だった インストールしない方がいい,1
西銘達郎,2020年3月17日,2,リスモプレイヤーで、登録済みの１月～12月迄の楽曲フォームが立ち上がらない…10年前から毎月楽曲購入してましたが、残念です…,2
TJ,2020年4月14日,1,更新したら自分で作ったリストがシャッフル再生できなくなった,33
小林健作,2020年3月9日,1,普段1曲リピートで聞いていますが、勝手に再生モードが変わり 連続再生になったり、ランダム再生になったりします いい加減鬱陶しくなってきたので星1にします,1
渡邉新,2020年3月24日,5,ジャンルごとに聴けて操作も簡単に再生出来てスマートパスプレミアムに加入していればシャッフルで聴きたい放題の所も気に入ってます。,3
中川拓弥,2020年3月14日,1,またBluetooth自動再生されなくなったけど自分だけなのかな？ やっぱりライブラリーも読み込みばっかで選曲もままならない…LISMOの方が使いやすかった,16
tetemaru,2020年3月21日,1,起動しても購入済み楽曲がダウンロードできずに、落ちる。 Wi-Fiでもそれ以外の環境でも変わらず。,3
菊池太一,2020年4月2日,1,聞けない曲が出たり、起動が遅い。 とにかく使いにくい。 アップデートする度に使いにくくなる。,1
磯崎裕美,2020年1月26日,1,ナビに繋ぐのが更新されるたびにダメになっていきます。起動はしていたけど自動再生されなかったのが、今回の更新で起動すらしなくなりました。改善して欲しいです。,5
樋口聖奈,2020年3月20日,1,不具合を悪化させて何がしたいの？ ちゃんと利用者の声は見ていますか？ 要らない機能ばっか増やさないでもらえます？ LISMOを何故無くしたか聞きたい。絶対にイジらないで良かった。,14
K Hiromi,2020年3月5日,3,検索がやり煩いかな…思ったより曲数が少なく…すぐに売り込みにいかせる…会費が安いせいかな？…ラジオ聴く為にインストールしてるようなものです,0
たなかひろよ,2020年3月7日,3,聴きたい曲が見つかる事が多いので、楽しみにしています。私は、もう60才を過ぎていて今の曲には親しみが湧かないのですが、自分が若かった頃の曲は、よく覚えていて懐かしいです。,0
nami,2020年3月9日,4,auスマートパスプレミアム内で、聴いている分には困らないし。特に感じる。 とにかくBGM的に音楽聴きたいとき助かる。,2
KA NA,2020年3月28日,1,途中で止めて時間が空くとアプリ開き直さないといけないのが面倒。LISMOの方が使いやすかったから復活してほしい…,6
yuuki tanaka,2020年4月10日,3,XPERIA XZ2のアップデートしてから、曲が3秒とんでから再生される不具合出てます。対応お願いします。,5
へっちゃら,2020年3月1日,1,データをどんどん失っていきます ひと月に５００円も高すぎます 何よりもこちらからの選曲要求に的確に応えてもらえないのが残念です。,2
M F,2020年2月6日,1,LISMOに戻してほしい! 　LISMO返せバカヤロー! 全然歌詞表示が最悪! 検索したらまあ出てくるけど別の曲を聴いてまた同じ曲を聴くとまたリセットされる 　まずそれを改善してほしい! 　それができないならLISMOに戻せ!,14
2010 maeye,2020年3月30日,1,急におすすめ曲とか勝手に再生リストに入るのやめてもらえませんかね。あと圧倒的に曲数が少ないですね。,3
夜宵月城,2020年4月3日,1,重いし動画ファイル再生できないし不便極まりなし。ただ容量を食うだけですこぶる邪魔。リスモが良かった。,1
ふわち,2020年1月27日,1,毎月500円で10曲取り込めるというのを買ってましていまさっき急にMyうた登録したもの全て消えてまして どこにもないです なんでですか？ どうにかしてください,2
細井宏紀,2020年2月24日,4,プレイリストが充実してて、価格も安くて良いです。Myうた保存した歌もChromecastで聞けるとなお良いです。,10
K S,2020年3月16日,1,はっきりいって使えない 勝手に音楽が途切れ、また再生しなくてはならない LISMOだとこうはならなかった なぜLISMOを消してこんな使えないアプリを作った 改善しろマヌケau,5
mike sumoto,2020年2月16日,1,急にパソコンから取り込んだ、CDの楽曲がなぜかビデオとして、表示され、楽曲一覧に出てきません。 何故・・・,0
かずやん,2020年3月13日,4,私の感想として機能が充実していて使いやすいです。使っていて不満はありません。★四つは今後の改善に期待したいです。,0
hayu kuma,2020年3月31日,1,アップデートしてから一曲しか再生されず、音も小さくて使えなくなった。何で？,0
内林卓也,2020年2月23日,1,更新してから、次の曲が飛ばせないし、曲が消えてる！アンストします。,2
美雪檜林,2020年3月22日,5,昭和の曲も、今の曲も豊富に聞けるから。(邦楽ファン)より。,3
渡邉雄作,2020年2月24日,1,ガラケー時代にダウンロードした曲が前のスマホでは再ダウンロードできたのに機種変後はできなくなった。,2
湯浅彰範,2020年3月6日,5,auスマートパスプレミアム会員向けの聞き放題サービスがお気に入りです。新たな生活スタイルが生まれました。,5
かんちんこんちん,2020年3月13日,1,最近アップデートしたらその後にダウンロードした動画、音楽が反映されません。,1
おじオジオ,2020年2月14日,1,バックグラウンド再生で聞いてたら途中で止まるんだが！？ちゃんと修正しろ！,0
ユーゼロ,2020年4月6日,1,過去に購入した楽曲をダウンロードしようとすると必ずフリーズ！ なにこのくそアプリ,0
小林栄二,2020年2月27日,4,昔懐かしいの学生時代の思い出の曲を取り込んで懐かしかった日々を思い出しながら曲を聞いています。,7
Jun,2020年3月9日,1,アーティスト検索が疲れる。 プレーヤーは、旧LISMOの方が良かったのにな。,8
Pao Pao,2020年3月14日,2,カテゴリーだけで絞って一覧見て探すって検索機能は無いに等しい。 安いからこんなもんなの？,0
東伸,2020年4月10日,2,あんまり不具合多いようやったらauユーザー止めます❗変な更新多いです。またダウンロード済の楽曲消えてます‼️‼️‼️何とかして下さいよ‼️‼️‼️,12
福島伸孝,2020年2月2日,2,けちんぼですな。長期auユーザーでプレミアなのに縛りがキツイのは納得出来ない。,5
えすてえすて,2020年3月11日,4,auスマートパスユーザーだと、聞き放題(シャッフル再生のみ)無料だから、助かります。,2
仕立て屋の匳,2020年3月17日,2,前のミュージックプレイヤーLISMOなら 流したく無い、楽曲、動画をこのアプリの上で非表示出来たけど これは 消すしか手がない,3
坪井川公園,2020年3月27日,1,LISMOでよかった。起動も重いし曲再生までタップが多い。ストアも見にくい。,3
市川晶子,2020年3月25日,2,音量上げたり下げたりするとブツブツ大きいノイズが鳴る。,4
有馬鷹祐,2020年3月19日,1,歌の削除を押したらフリーズするので早く直してほしい。,0
特殊性癖の大魔王,2020年4月2日,3,普通に不満はほとんどないです ただ、歌詞が1部隠れて見えません 何とかしてください,0
atsu naka,2020年4月5日,5,使いやすいですよ 個人的には 好きな曲は保存できて,3
立花さくら,2020年3月21日,5,使いやすい。 画面を切り替えても使えるのは嬉しい。,2
裕代梅原,2020年3月6日,3,新曲も早くリリースされるので嬉しいです。リピート機能があるともっと良いです。,1
黒猫,2020年4月5日,1,どんどん不便になる一方ならLISMO戻せ。 自分は寝るときとかに音楽かけるからオフタイマーとかなくなったの痛い。,2
阿見学,2020年2月18日,2,以前のミュージックプレイヤー(旧lismo　player)の方が使いよかったです,7
恒志小野寺,2020年4月15日,3,MVの数がまだまだ足りない表題曲以外もしっかりとダウンロード出来るようにして欲しい,0
許斐茂弘,2020年3月4日,4,新曲など色んなジャンルの曲が選択できるので楽しめます。,1
増田勝久,2020年4月3日,5,いつも楽しませてもらってます。 懐かしい、楽曲も宜しくお願いします。,1
宇治金時M!LK,2020年4月10日,2,無料会員は買ったアルバムですらアットランダムな順…,0
Katchen,2020年2月7日,1,前のLISMOライブラリーを復活させて！ 非常に使いにくい。,7
中谷直美,2020年3月19日,5,以前からうたパス大好きで。今までいっぱいダウンロードしてます。,2
まさ,2020年3月29日,1,データを消したの更新されず、残ったままになる。,0
森井基裕,2020年4月11日,5,ネイロの、寝入ろう睡眠導入効果あります🎵音楽楽しみ方が選択肢が取れるのはとてもいいです。😉👍️🎶,0
川畑直子,2020年3月29日,5,好きな曲や歌が聞けるので楽しいです。,2
オタ飯Otameshi,2020年2月27日,1,使ってればログイン切れるししかもログインしたはしたで楽曲再ダウンロードしないといけんしほんま使い勝手悪い,0
井上薫,2020年2月27日,5,自分の好きな歌を、好きな時に聞けるので、最高です。,1
え,2020年4月2日,5,前よりお得に使えるようになったので喜んで使っています。,1
由井利器羅,2020年4月3日,1,ログインできない　音楽聞けない　毎月払っても無駄遣いになってる。なんとかしてくれ,1
服部玲子,2020年4月7日,5,うたパスは家での家事をする時に、やる気が上がる用にする時良く利用しています！今は菅田将暉ばっかり聞いて✨😆👂ます！ドラマの主題歌が好きです！誰がうたって居ても好きだったドラマの曲を目覚まし☀️⏰💥音に入れています！,0
k kiyo,2020年2月6日,4,色々な音楽があり、とても、良いと思います。,2
小野空,2020年3月3日,5,私に、とっても懐かしい曲が、一杯入って、とても嬉しく思いです。,2
美作モコ,2020年3月4日,5,もう少し年代の古い曲や一発屋の曲なんかもはいってたらうれしいです,2
牧ゆかり,2020年2月24日,5,最新曲も懐かしい曲も一度に聴けて嬉しいです,2
隼疾風,2020年1月30日,3,LISMOが使用出来なくて タイマーや着うたの設定が面倒になりました。,2
ぼうや哲,2020年1月28日,1,保存した曲がいきなり消える……… 意味わからん,1
ゆーせい,2020年3月1日,3,LISMOの時みたいに 音質とかを自分でカスタム出来なかったりしてるのはちょっと嫌だ 曲はほぼほぼ聴けるから嬉し,2
北ノ原みどり,2020年3月26日,4,聴きたい曲が聴けて良いと思います。,2
橋本あやの,2020年3月26日,3,洋楽で昔の曲がもっとあればいいな。,0
長谷川惠子,2020年3月13日,5,色んな曲が、いっぱい聴けて嬉しい。,2
ゴリラ衛門David,2020年4月15日,2,youtube musicが使いやすいかな。,1
おぱちょ,2019年11月19日,3,auスマートパスプレミアム会員特典で聴き放題になったとの事でダウンロード。 聴き放題だけどスキップ制限、曲順再生はアップグレードしないと使えない。好きな曲聴くにはひたすら流れるのを待つしかありません。笑 ストレスなら課金してって事なんですね(･ω･)毎月プレミアム料金払ってコンビニ抽選もなかなか当たらなくなって得した感じしないので、制限なしでサービス提供してほしかったかなー。他の有料音楽アプリ使ってるので今のところ考えてませんが、とりあえず無料で音楽聴けるから·····まぁ、いいんじゃない？とゆうのが感想です。,42
M pooh-ta,2019年11月20日,2,,20
斉藤礼,2019年12月2日,2,イコライザー画面が遠い。 アルバム名も、アーティスト名と表示してほしい。 スピーカーだと、音が軽い。 他の歌詞の表示がジャマ。 もっと、古い演歌やアルバムの曲をマイリストにダウンロードできるようにしてほしい。 LISMOが便利でした。 また併用できるようにしてほしいです。,20
石崎玄樹,2019年12月4日,1,イヤホンやカーナビとBluetoothで接続して使っていましたが、スマホ側の設定はしっかりやっているのに自動で再生してくれないし、途中で勝手に再生が止まったりと全然使えません。 12月から、道交法のスマホのながら運転の罰則が強化されたというのに… ユーザーのことを何も考えてないとしか思えません。 幸いGALAXY S10を使っているので、GALAXY MUSICで全て解決したので、もううたパスを使うことはないと思います。,15
小川達也,2020年1月18日,1,イコライザー設定しても曲の画面に戻すと全く反映されません。イコライザー画面の時のみ、しかもその時流してる曲にしか機能しません。使い勝手はLISMOの１%未満です。現状、評価はマイナスだと思います。用途、利用、使い勝手の悪い機能を増やすくらいなら昔のようにプレーヤーとして手軽に使えるアプリに改善して下さい。,46
中尾はつみ,2020年2月21日,1,ネットワークエラーになって聞けない😞,2
金田恵美,2019年12月31日,2,使いにくい。プレミア入ってるので聞き放題は嬉しいけど、LISMOの時の方が音も良かったように思う。第一、電波あるのにすぐに切れたり、ダウンロードした曲が突然聞けなくなる。それを問合せしたら電波状態は良いと説明してるのに、電波の良い状態で聞いてくださいと的はずれな返答がきた。,44
black ranger,2020年1月9日,4,歌詞表示ができるので気に入ってます。 もう少し改善してほしいところは、 アプリ起動後の初期画面の表示が複雑で使いづらいので設定で表示する項目を変えれたら使いやすいです。あとは背景をダークモードと通常のホワイトの表示を選べたらとても嬉しいです。,26
山田花子,2019年12月21日,1,とにかく使いにくい。LISMOを返して欲しい… プレイヤーがいちいちリセットされて続きから聞けないし、何よりカラオケ機能がない… うたパスになっても｢以前のLISMOプレイヤー｣を選んで使い続けてきたけど、もう出来なくなってしまった。 こんなに使いにくいと思わなかった。,123
ちっちー,2019年11月27日,5,ドライブ中に使っています。面白いプレイリストがあったり、思いもがけない曲に巡り会えたり、とても気に入って使用しています。「タイトルからもう濃いいいんじゃああ」と言うプレイリスト最高です(笑)こんなプレイリストがあるからやめられません。,19
