,review,Author Name,Review Date,Reviewer Ratings,Review Body,Developer Reply
17,18,Takashi Yoshida,2019年4月15日,2,聴き利用プレイヤー評価好きデザインお洒落歌詞見れる楽曲アルバム一覧読み仮名ソートれる嫌いアルバム一覧アーティスト一覧読み仮名編集ソート反映最初入っ有効一時再生リスト作れアルバム再生面倒現在リスト再生分かり,
18,19,久渚直,2019年3月31日,2,いまいち使い勝手悪いプリインストールLISMOない代わり仕方使っ間違え再生アルバム再生履歴消せウザイ問い合わせないムカツクページごちゃごちゃだし,
19,20,ウォーカーアレン,2019年4月30日,1,何でLISMOなく?)ただただ使いめんどくさい,
20,21,髭本鎮,2019年3月25日,4,以前使っLISMOレイアウト見易く操作一覧削除選ぶあるスライドバーちょくちょく反応以前ましなっ?)、通信通信制限止まりその他特に立っ言え最近聴いオススメ50精度趣味合わ並ぶ多い一度試し聴いダメアーティスト延々と候補上がりUVERworld聴きダサく感じダメアレいい聴け...全文表示以前使っLISMOレイアウト見易く操作一覧削除選ぶあるスライドバーちょくちょく反応以前ましなっ?)、通信通信制限止まりその他特に立っ言え最近聴いオススメ50精度趣味合わ並ぶ多い一度試し聴いダメアーティスト延々と候補上がりUVERworld聴きダサく感じダメアレいい聴けもう飽き飽きしなんとかアレもう聴か済む方法よくボタン実装する基本UVERworldMrChildren回っスキップ聴き付き合わさ済む選択肢くださいそれ楽しく使わ,
21,22,snow phantom,2019年2月17日,1,LISMO重い更新遅い外部入れ聴けあるLISMO使えるアプリ介さ使え要ら情報テロップ言えるプレイヤー一番余計サイト接続加速止め,
23,24,マルクスジョナサン,2019年4月24日,1,バックグラウンド再生できなっもう要ら色々ダウンロード詐欺,
24,25,黒澤,2019年3月13日,2,歌詞表示ちゃんと出来カラオケ表示対応自動スクロール対応機能プレイリスト楽曲入れる歌詞変わるもっと言え歌詞誤字脱字問い合わせ一向に対応改善これクソアプリ言わ仕方レベルある歌詞無い歌詞ある無いよく分から仕様,
25,26,ぶるーべりぃsachi,2019年4月25日,5,毎日使っ歌詞見れるカラオケ練習便利キレイテーマ決め聞きフォルダ作れる活用,
26,27,北尾康太,2019年4月4日,2,取り種類まあ程度納得操作イマイチプレイリスト簡単できる評価良い通信途切れするいちいちログインなん勝手取りなくなっするなんとかし,
27,28,成瀬昶,2019年3月15日,1,今日20190313新しくMusicstore購入DLLISMOリスト更新DL確認変わらMusicstoreダウンロード聴くうたパス思え仕方auスマパス更新買っ確認出来入れ直し被っ削除表示れるスマホストレージ音楽アクセス消せMusicstore購入DLLISMO聴いSDカード入れうたパス改めてDL聴けなっそれアプリSD移動出来手間...全文表示今日20190313新しくMusicstore購入DLLISMOリスト更新DL確認変わらMusicstoreダウンロード聴くうたパス思え仕方auスマパス更新買っ確認出来入れ直し被っ削除表示れるスマホストレージ音楽アクセス消せMusicstore購入DLLISMO聴いSDカード入れうたパス改めてDL聴けなっそれアプリSD移動出来手間容量取る通信上がる無駄auMusicstore古い削除LISMO入りゴミせよするうたパス自体酷いユーザー舐め追記更新ダウンロード試しどれDL最初入れ50どこ行っ消え上限ある最初教え通信本当に無駄,
28,29,Googleユーザー,2019年2月25日,1,こいつリスモプレイヤー使っアプ承諾なし削除なに考え悪質悪辣最低最悪企業あり対応これ料金高い云々正直良かっお前これ考え改める殿様商売やっこっち考えあるKDDIwifiつながらずーっとネット経由くだらない情報ロードそん肝心プレイヤー使えなんクソアプリ戦慄,
29,30,ゆ。,2019年3月3日,5,好きアーティスト聴ける気分変えれるジャンルある楽しみ出来る324シャッフル再生スキップ出来る好き音楽飛ばせる楽しめる,
30,31,みる,2019年4月18日,1,アップデートLISMO使えうたパスなっ皆さん意見ただただ使いLISMO戻し正直評価,
31,32,戌丸Q,2019年2月25日,1,購入LISMO反映なっすぎる...どこダウンロードうたパス聴け仕様なっこっち払っダウンロードする場所指定せろバカ,
32,33,black ranger,2019年4月26日,4,歌詞表示できる気に入っ理由白い背景背景設定出来いい思っ起動プレイリスト始め表示する設定出来いい思い,
33,34,Hakodori,2019年3月16日,1,LISMOウィジェットタップ再生できアプリ開か再生できアプリ開く使わ聴き通信するSDカード入っ音楽認識ある,
34,35,菅原リサ,2019年3月19日,1,惜しい評価シャッフル再生嫌い聴き使いなんで課金楽曲シャッフル再生でき嫌がらせガラケー時代LISMO使っ技術ない統合する,
35,36,Googleユーザー,2019年3月16日,1,繰り返しリピート再生出来LISMO良かっAndroidバージョンなっLISMO使えなり仕方うたパス使っリピート再生出来最悪仕様改善,
36,37,渡邊和子,2019年2月22日,1,最低!!問題なく聴くでき半分聴けなっ打撃勝手いじら説明不十分思いシンプル仕様でき,
37,38,安達貴子,2019年2月15日,3,音楽よく聞く助かりスリープタイマーあるウェイクアップタイマーない残念好き音楽出目覚める気分上がる,
38,39,林健司,2019年3月4日,3,新しい古い幅広くあっ楽しめシャッフル再生再生聴き再生でき通信多く外出聴け,
39,40,ラスくん,2019年3月22日,1,うたパスフリーズプレーヤー起動時間掛かり再生専用アプリLISMO残し早くなんとかしろ,
40,41,古志利王,2019年4月28日,1,なんでマイうた全部消える毎回いちいちダウンロードせる鬱陶しいやめ貰え,
41,42,むむむむきち,2019年3月8日,1,アプ様子見使っやはりただただ使い使うやめLISMO使え,
42,43,Googleユーザー,2019年2月28日,1,重い落ちる直接CD買っ自分スマホ入れいいマジ買っ返し最低,
43,44,Salily S,2019年3月30日,1,一度開くアプリ閉じメール検索操作途中強制起動かなり設定強制終了起動電源オフ変わらアンインストールAndroid,
44,45,ツバキんぐ,2019年4月28日,1,lismoアップデート無くなっものすごく使いなっまじ戻し...,
45,46,高槻七海,2019年3月15日,1,更新更新瞬間再生なっ殆どタップ流れいらアップデート寄越す状態戻しがれユーザー舐め,
46,47,宇治さん。,2019年3月18日,2,LISMO新しく意味わから使いなっプレイリスト消え,
47,48,わんたった,2019年4月27日,1,アンストアプリ残っ,
48,49,Fメロン,2019年2月22日,2,LISMO使いマイリスト見づらくなっ不明エラー,
49,50,美能孝行,2019年3月12日,3,アルバム曲名読み方登録それ名前反映不具合かなり継続技術改善でき諦め使いあり,
50,51,目黒英幸,2019年3月17日,4,欲しいないある大人事情出来ある思う今後スタッフ希望頑張っ,
51,52,Tゆうき,2019年4月24日,1,表示れるオンエア要ら消せる,
52,53,Googleユーザー,2019年3月14日,1,LISMOクズアプリ動作切り換えいちいち起動するイラ倍増通常再生毎回シャッフルなる一覧毎回名前なるイラつく,
53,54,Googleユーザー,2019年3月21日,1,使わアンインストール勝手更新する,
54,55,Kawanami Daisuke,2019年2月24日,1,音楽全部消えダウンロード表示LISMO断然使い,
55,56,せがれ,2019年4月28日,1,使い携帯変えLISMOプレイヤー消えアップデート消え,
56,57,Suzu,2019年4月15日,1,LISMOプレイヤー使い‥…(´`),
57,58,Googleユーザー,2019年3月12日,3,歌詞表示一番歌詞表示必要歌詞見え,
58,59,nami hotta,2019年4月21日,3,音楽あり聴きあるいいつか,
59,60,Tom yan,2019年3月16日,3,使用特に不満感じ可能LISMOプレイヤー直接飛べる,
60,61,Fyu Anz,2019年3月13日,3,選曲良いもっと増えれ嬉しい,
61,62,汐華初流乃,2019年5月3日,3,アプリ内蔵やつ仕方使っ,
62,63,Googleユーザー,2019年3月14日,5,いつも聞い元気もらっ癒される多く作詞作曲方々感謝気持ちわい沢山聴き,
63,64,KAORI.,2019年3月16日,1,最低Myうたプラス試し無料引か登録ポチッなんと有料普通課金日割計算請求メールモチロンその他Myうた機能試し利用ない,
64,65,Googleユーザー,2019年3月13日,3,ハロプロ聞きサブスク増える期待PINKCRES中島聴きない片手落ちそれさておき音質イコライザー良く低温増幅できclearbassダメ125250hz無理230hz構いアップデート変更出来うたパス悪いAWAいいイコライザーチョイスよろしくお願い,
65,66,安藤隆司,2019年4月27日,4,ライブラリー選ん反映ある改善,
66,67,久保龍希,2019年3月21日,4,いい今日開い聞こ全部無くなっ再生できなるいい,
67,68,YUJI K.,2019年5月2日,5,使い思う聞く良く使い,
68,69,Rie Saito,2019年2月23日,3,Myうた保存登録日時固定できる,
69,70,三島望,2019年3月20日,5,良い良いアプリ思い,
70,71,Googleユーザー,2019年3月24日,4,使い方コツつかむ快適CD録音Myうたプレイリスト組める嬉しい,
71,72,アッキー,2019年4月8日,3,純粋購入聞き操作こしわかりLISMOストア使用アプリ聞い歌詞なく不便,
72,73,矢島香,2019年4月11日,5,月額もったいないなるない使い込ん家事寝る無心便利,
73,74,山中治代,2019年4月5日,4,古いロックあっすごくはまっもっとある,
74,75,浦田宏美,2019年3月13日,5,最新音楽懐かしいあり聞き好ききける嬉しい,
75,76,霧島しま,2019年4月5日,1,LISMO戻しお願いLISMOプレイヤー戻し本当に使い,
76,77,mono,2019年4月27日,4,気分音楽聴く自分使いなり,
77,78,zero kuro,2019年3月9日,1,機能ゃっふる再生ない好き聞き時代合わ,
78,79,マジブリンブリン,2019年5月4日,2,検索ありリクエストなく配信やつ垂れ流し,
79,80,Googleユーザー,2019年4月1日,1,繋がる繋がらある最近繋がら多い,
80,81,Googleユーザー,2019年3月15日,5,懐かしい聴けるスキップ制限なくなっ良い,
81,82,Googleユーザー,2019年3月3日,1,めっちゃ最低##,
82,83,shin sasaki,2019年4月13日,4,日本語充実コスパいい歌詞本人聞けるカラオケ練習なる,
83,84,Googleユーザー,2019年3月3日,1,ローカル落とし全部消えそれ改善する無い,
85,86,伊藤照子,2019年4月13日,5,好き聞け還暦こえぁちゃんですがきい,
86,87,ぜっと,2019年4月8日,2,アーティスト検索store検索する出るうたパスなんで意味わから,
87,88,Googleユーザー,2019年4月19日,4,お気に入りアーティストない残念,
88,89,としか,2019年4月11日,1,LISMO良かっライブラリ無くなっ最悪使い,
89,90,Googleユーザー,2019年3月13日,3,ミュージックストアうたパス戻れる,
90,91,chiki 206,2019年4月27日,1,使いする更新ください,
91,92,河原柊弥,2019年4月8日,1,gGrankrazorrtyrtししろわけきい(^.^)chnicallllkllkpklllllllloいっlplR,
92,93,Googleユーザー,2019年3月24日,5,聴きlemonない残念充実,
93,94,関口剛史,2019年4月5日,1,使え使いはやくLISMO戻せ,
94,95,Googleユーザー,2019年3月23日,3,聞き簡単聞ける嬉しい,
95,96,Tari Ruru,2019年4月23日,1,使いリスモ良かっ,
96,97,穣長谷,2019年4月23日,3,使い勝手良く,
97,98,佐藤愛,2019年5月5日,5,金銭ベーシック聴い充分楽しい,
99,100,サウザー,2019年4月27日,2,聞け歌手お金払っなんとかし,
100,101,日向龍華,2019年3月18日,1,聞きタッチ反応悪く再生,
102,103,馬場宏,2019年4月2日,5,使い勝手凄く良い^-^)∠※。.:*:'°☆,
103,104,猫・・なっつ,2019年4月26日,3,LISMOウェジェットなくなっ,
104,105,Daisuke Kato,2019年3月1日,5,ジャンル良い取り出来有難い,
105,106,石原健,2019年3月21日,4,聞きたくさん聞けよい,
106,107,Googleユーザー,2019年3月16日,1,au借り意味ない,
108,109,Takayuki Endo,2019年3月17日,1,更新マイプレイリストダウンロード消えダウンロード必要なっ,
109,110,小坂ヨウジ,2019年2月20日,5,!!。!。!!!、!!!、!,
110,111,Googleユーザー,2019年3月29日,2,それなりあるいいダウンロード全部消えする,
111,112,樋口聖奈,2019年3月16日,2,良かっいじら良かっ,
112,113,Dargelin Tharbo 22,2019年4月22日,5,歌詞表示不満なし,
113,114,Googleユーザー,2019年3月20日,5,むたかまかあむたかまかたあったのでたたたおおおお,
114,115,Googleユーザー,2019年3月26日,5,ドラマ聞けるうれしい,
115,116,前田和哉,2019年4月3日,1,音楽アプリ通信通信制限使えアプリ,
116,117,S S,2019年2月8日,1,プレイリストUXLISMO悪い改善プレイリスト900近い選ぶ1030時間かかりプレイリスト最初10表示すべて見るいちいち選択かなり無駄操作思い普通すべて毎日使っアプリ何卒検討よろしくお願い,
118,119,兎白,2019年4月8日,5,オフライン聞けるよい,
119,120,勝又和博,2019年4月19日,5,いつも楽しんおり,
120,121,徳山佳子,2019年3月16日,3,LISMOマイリスト全部引き継げ残念,
121,122,山口豊,2019年4月27日,4,!??、、、、。九九!、。九九!、九九?、。やゆゃやよな,
122,123,アンタレス1,2019年3月3日,1,LISMOライブラリ無い使い,
123,124,綿貫雄介,2019年2月15日,3,運営音楽戻し機能様々アーティストプレイリストもっと多くせっかく聞きプレイリスト無い保存するない雨宮プレイリスト欲しい,
124,125,井口歩美,2019年3月30日,1,好き聞けうれしい,
125,126,Googleユーザー,2019年2月21日,4,音楽聴けうれしい,
126,127,Googleユーザー,2019年3月13日,2,買い方分かり,
127,128,ベルウッドトーマス,2019年3月26日,1,更新シャッフ再生でき,
128,129,坂田和行,2019年4月8日,5,サーバー読み出すいい,
129,130,武内さん,2019年4月28日,1,LISMOプレイヤー戻し,
130,131,坂本美穂,2019年3月21日,2,使い,
131,132,夢乃楓花,2018年11月25日,2,ぉあのぉ?!きいよろしい?!引き継が一部消え?!プレイリストいちいち登録する面倒あとアプ変更あり意味無いアプれる端末がる止め?!au使っ迷惑º),
132,133,山田直実,2019年1月12日,3,月額聴きサービス安い少なく致命使い検索前方一致検索結果プレイリスト複数楽曲一覧表示状態楽曲情報楽曲情報収録アルバム情報アルバム収録楽曲リストアクセス感覚でき楽曲売りチャンスロスなる,
133,134,さとうゆい,2019年1月9日,1,ダウンロードLISMO入ら調べうたパス複数ダウンロードたくさんあっしょうが消そ消せ使い勝手悪い戻しあとLISMOショートカットできなっ面倒なっ心底,
134,135,瀬名新太,2018年11月30日,1,変わら再生止める再生出来表示開くビデオプレイリスト消え再生出来以前ライブラリ見つから場合こちら開い閉じ全曲表示プレイリスト追加繰り返し不便アプリない,
135,136,Ryota M,2018年12月16日,1,検索ダメダメ聴きタブ検索有料コンテンツドライブ聞きジャンルアルバム形式多い保存出来プレイリスト作れる保存回数制限あり,
136,137,小澤敏彦,2019年4月23日,5,うたパスなくアプリ,
137,138,小畠繁男,2019年5月1日,4,ファン歌手,
138,139,Kana S,2019年1月5日,2,アップデート配置代えられする困りわかり絶えず不具合対策嬉しい規模配置換えするアプリ出しいただけ,
139,140,Googleユーザー,2019年1月25日,1,Androidヴァージョンアップリスモウイジェット消えうたパスなっうたパスリスモ比べるお粗末最低アプリリスモ復活強く望む,
140,141,菊池東,2019年3月21日,3,たま扱い有り,
141,142,Googleユーザー,2019年3月11日,3,予想使い勝手悪い,
142,143,潮野了,2018年12月23日,1,機種変え機種MusicPlayer対応なりWindowsMediaPlayer入れ音楽聴けそれ以前出来うたパス連携しとら早急改善,
143,144,生田目涼子,2019年4月15日,5,良い歌詞びっくり,
144,145,Googleユーザー,2018年12月16日,4,買う入っ個別買わ聞ける思っ買う楽しいページ移動直感まとめ買い物かご会計システムない面倒,
145,146,。ナック,2018年12月23日,1,使いずらゴミアプリLISMO別れホーム画面ウィジェットボタン流せアプリ入ら聞けゴミ仕様嬉しく思う馬鹿使えなっ止まるほんとめんどくさい,
146,147,Googleユーザー,2019年3月15日,4,多い便利使え,
147,148,Googleユーザー,2019年2月17日,1,アンインストール出来邪魔,
148,149,櫻井聡,2019年1月15日,2,ずっとなっアプリ再生速度微妙ズレプレイヤーなっリスモプレイヤー縮む感覚時折ある,
149,150,梅川洋子,2019年2月14日,4,いつ聴けるいい,
150,151,Googleユーザー,2019年3月11日,2,好き音楽きか,
151,152,Googleユーザー,2019年3月21日,1,ファイルマネージャー確認できるライブラリ表示よくある,
153,154,Yayoi Hatano,2018年12月12日,1,使え一つやりlive良い迷惑掛けたっふざけアンインストールする使わ,
154,155,Googleユーザー,2019年3月15日,5,使い,
155,156,まついたくま,2019年2月18日,4,大好きバンド検索残念気軽楽しめる思い,
156,157,赤坂勇三,2019年3月21日,2,ジャンル分け入っもっと分かり聞け,
157,158,Googleユーザー,2019年3月26日,1,歌手名前選ぶ分かり,
158,159,Googleユーザー,2019年3月13日,4,よいmy変えられれもっと良くなる思う,
159,160,もみ,2019年3月14日,1,いつの間にか全部消え,
160,161,長野信悟,2019年3月16日,4,いつもダウンロード音楽楽しみ運動,
161,162,lily,2019年3月21日,5,画面BGM聞ける良い,
162,163,高田忠幸,2019年4月30日,3,いまいち使い,
163,164,Googleユーザー,2018年12月14日,1,ログインアプリ詳細アプリ開く繰り返し進ま感じ,
164,165,Googleユーザー,2019年4月1日,4,聞き探せる楽しめ,
165,166,Googleユーザー,2019年3月26日,4,何時も楽しく聴い,
168,169,あゆゆみぃる,2019年2月23日,1,LISMOないどこある,
169,170,ーアオロー,2019年2月16日,1,テキトー聞き払う騙さ全曲聴ける,
170,171,Yousuke Morita,2019年1月28日,1,LISMO戻しうたパスアンインストール致し戻りインストール,
171,172,Tomotaka Yamamoto,2018年12月3日,2,お気に入り入れ何故か翌日無かっなる更新すれプレイリスト名前残っファイル出来上がりふざけ思えちゃんと動作世の中出せ,
173,174,水野清和,2019年4月2日,5,音楽聞ける,
174,175,まき,2018年11月29日,2,バックグラウンド再生できスマホホーム画面戻っアプリ落ちる!!これ意味ないアプデよく落ちる何とか!!,
175,176,勝浦恵,2019年4月25日,5,好き楽しみ使っ,
176,177,及川勝,2019年1月23日,2,プレミアムプラン月額500保存聞きタイミング聞け10保存でき,
177,178,立木美代子,2019年4月6日,4,好き好き聴ける,
178,179,山崎雅弘,2019年4月23日,5,うたパスポイント使っ買える最高,
179,180,Googleユーザー,2019年3月27日,5,ジャンル豊富便利,
180,181,Googleユーザー,2019年3月13日,3,NEWSKingPrinceジャニーズ増やし,
181,182,vioretfizz0815,2018年12月23日,1,使いダウンロード検索でき次に再生できなっつも,
182,183,池田Ryuko,2019年1月8日,2,半年うたパス毎月無料ダウンロード機能,
183,184,Googleユーザー,2018年12月4日,1,良かっバッググラウンド再生できいちいちアプリ開か操作でき不便あとサムネ小さわかり良かっあとトラック自動いく切れる,
184,185,中尾洋一,2019年3月13日,1,仕方使っ,
185,186,島尻順子,2019年2月2日,5,レコチョク取っ失くなっアンインストール久しぶり開いうたパスあり最初30無料あっ迷い試し思っ登録取り聞き取り,
186,187,望高瀬,2018年12月23日,1,タップ再生次に再生無くなっLISMO戻し,
187,188,Googleユーザー,2019年1月20日,1,別々無理やりお金払わせよする下心丸見え使いこれひど,
188,189,Michio Suzuki,2018年12月9日,1,プレイヤー立ちコレ経由むおえずインストール,
189,190,鷹野夏生,2019年2月6日,4,アーティストスペース入っ歌詞検索うまく紐付けさあり,
190,191,Googleユーザー,2019年3月19日,3,使い,
191,192,美裕,2019年1月5日,3,歌詞設定開い歌詞消えある設定面倒,
192,193,chie isii,2019年2月3日,5,メジャー新曲ニッチジャンルアーティスト揃っ!!アルバム買う安い本体容量機種変更データ移行助かり,
193,194,Googleユーザー,2019年3月13日,5,単純いいおすすめ,
195,196,袖山江利香,2019年4月9日,5,いつも利用,
196,197,平次服部,2019年1月9日,4,文句言いカバー分けカバー買い検索候補手間増える,
197,198,Daddy desuyo,2019年3月19日,5,毎日退勤使っ有り難い,
199,200,Y I,2019年1月20日,1,聴い途中アプリ落ち立ち続き聴け,
200,201,Googleユーザー,2019年3月17日,5,通勤聴いいい感じ,
201,202,しらねしょうじ,2019年4月7日,5,楽しく過ごし,
202,203,家永由里子,2019年4月10日,5,いつも利用,
203,204,Googleユーザー,2019年2月8日,1,以前使い不具合どこなおっLISMO戻し,
204,205,和田正一,2019年2月13日,5,タブレット問題サクサク動き素晴らしい思いアプリ機能!♯スマホ機種問題あり確認!?,
205,206,Googleユーザー,2019年1月4日,1,ずっとauユーザー以前購入楽曲消えアプリ都合ダウンロード出来おかしい思う,
206,207,Googleユーザー,2019年2月21日,5,使い良い思い,
207,208,坪田清志,2019年4月3日,4,通勤聴ける,
208,209,眞也大平,2018年12月4日,1,聴い途中止まる強制終了する止まる辞め,
209,210,吉田まなみ,2019年4月10日,3,聴きアーティスト少ない,
210,211,Googleユーザー,2019年1月31日,1,LISMO断然良かっゴミ使う渡るばいばい,
211,212,Googleユーザー,2019年3月13日,4,CCお願い気にいっ,
212,213,Googleユーザー,2019年3月18日,4,好き探し,
213,214,小武海英次,2019年4月20日,5,おれ好き一杯ある大好き,
214,215,M Ken,2018年12月2日,2,音楽自体色々聴け最近聴い止まる原因よくわから改善,
217,218,青木小百合,2019年3月13日,1,単純使い,
220,221,Akiko SUZUKI,2019年3月13日,4,いつも活用,
221,222,江頭真規子,2019年4月10日,4,友達共有,
222,223,愛山内,2018年11月22日,1,セットリストダウンロード不都合使い,
223,224,金Tete & YonTan & Non Tan,2019年4月10日,1,使い方分から,
224,225,Googleユーザー,2018年12月17日,3,LISMOライブラリーギャップレス再生モード入れ,
225,226,Googleユーザー,2019年3月13日,3,使い辛い,
226,227,あああああ,2019年1月16日,1,以前LISMO比べる遥かに劣る改善LISMO復活,
227,228,Over Sia H.R,2018年11月27日,1,リスモ機能ついてアプ消え愛用評価ださがり,
228,229,津川 公明,2019年4月23日,4,結婚式mnみっにんkmkmいんmj,
229,230,藤澤博明,2019年4月23日,5,藤澤最高思い,
230,231,泉孝吉,2018年11月25日,2,メジャー好き良いインディーズBAND少なコア音楽好き不向き全て聴き無い,
232,233,桜木花恋,2019年4月27日,4,安く,
235,236,Googleユーザー,2019年4月2日,1,フルバージョンきけ試聴でき,
236,237,chika S,2018年12月18日,2,再生通知バーロック画面ボタン非常不便Bluetoothイヤホンスキップアプリ反応遅い,
237,238,Googleユーザー,2019年1月8日,5,使える｀)ダネダネ♪‌‌,
238,239,坂本眞弓,2019年1月1日,4,流行ったくさんあるいい全体気に入っ,
241,242,Googleユーザー,2019年3月4日,4,聴き良い,
242,243,Googleユーザー,2019年3月13日,5,保存なる,
243,244,ハーモニークリスタル,2018年12月19日,1,楽曲タップ再生出来なっ,
244,245,三浦宏真,2019年4月22日,2,いっあて,
246,247,岡田さおり,2019年4月15日,1,つかいなっ,
249,250,平尾昌三,2019年3月11日,2,よくわから,
250,251,Googleユーザー,2019年3月26日,1,更新再生出来,
251,252,Googleユーザー,2019年1月9日,5,流行いち早く解り,
252,253,Googleユーザー,2019年2月13日,4,音楽好きいいアプリ,
253,254,Googleユーザー,2019年2月6日,2,画面音楽聞ける,
254,255,Googleユーザー,2019年2月11日,3,購入楽曲ダウンロードする90短くでき,
255,256,中村侑未,2018年11月22日,3,カラオケ機能なくなっ非常残念変えよ検討,
256,257,橋口伸司,2019年3月15日,5,いつも楽しく使わ,
257,258,丸林貴行,2019年3月20日,5,良かっ,
258,259,サールーサー,2019年1月17日,1,アンインストール出来困っ,
259,260,Googleユーザー,2019年1月28日,4,シーン合わせ選曲できる自分進ん選ば聴い感じるあるよく使っ,
260,261,Tathuya Shimizu,2019年1月7日,2,プレイリスト作り直し消える,
261,262,新垣亮,2019年3月30日,5,使い安く素晴らし,
263,264,Googleユーザー,2019年2月8日,1,うたパス再生出来時間電池無駄返せ,
264,265,小野満司,2019年4月13日,5,探し,
265,266,Googleユーザー,2018年11月28日,1,毎回毎回アップデート使いなる勘弁,
266,267,かめさんりゅう,2019年2月6日,5,いつもどこスマ使えるお気に入り聞い,
267,268,ササキヒデアキ,2019年4月4日,3,たまに利用,
268,269,soma mitsuyuki,2019年2月21日,2,なる,
269,270,Antonio Tonio,2019年3月13日,5,物凄く良い,
271,272,Blue Screen,2018年11月24日,1,要らアプリ削除出来,
272,273,Googleユーザー,2019年1月7日,1,ダメダダメタッチタッチ余っ余っマジシャンマジシャンマジシャンマギたまマジシャンマジシャンマジシャンマジシャンーク,
273,274,Googleユーザー,2019年3月14日,5,毎晩満足使っ,
274,275,PADI PADI,2019年3月13日,3,よくわから,
275,276,non koro,2019年2月23日,5,なる聴け嬉しい,
277,278,Googleユーザー,2018年12月23日,1,アップデート使いなっ,
278,279,Googleユーザー,2019年2月9日,4,おすすめプレイリスト届く好み探し,
280,281,bunya,2019年3月21日,4,大分使いなっ,
282,283,菅沼博実,2019年4月16日,4,いい感じ,
283,284,一條州子,2018年11月30日,3,音楽再生できなる改善音楽聴け,
285,286,Googleユーザー,2019年3月14日,5,大変重宝,
286,287,鈴木薫,2019年2月23日,3,聞き少ない,
287,288,Googleユーザー,2018年11月30日,5,アプリ出し音楽聞けすれうまくいくペガサス,
289,290,Googleユーザー,2019年2月22日,1,ない,
290,291,Googleユーザー,2018年12月12日,2,ちょうど良い見れなっ聞けなっ残念,
291,292,高原環,2019年3月15日,3,いい感じ,
292,293,豊山雄司,2019年3月13日,3,楽しん,
293,294,伊豆丸善之,2019年5月4日,4,良い思う,
294,295,Googleユーザー,2019年2月9日,4,好きアーティスト,
295,296,小泉誠浩,2019年3月19日,3,大変聴き,
297,298,渡邊竜聖,2019年1月27日,1,お金とる少ないbacknumber米津聞き聞け,
298,299,高橋孝幸,2019年4月9日,1,アンインストールでき,
299,300,Googleユーザー,2018年11月30日,3,直接曲名検索できる,
300,301,Googleユーザー,2018年12月11日,1,広告使い物なら,
301,302,行徳真理,2019年3月23日,5,よかっ,
303,304,横山訓,2019年3月15日,2,ダウンロードでき,
304,305,Googleユーザー,2019年1月7日,1,普通LISMOプレイヤー使い,
305,306,小野和也,2019年1月16日,2,以前使いなっ,
306,307,tough ZZZ,2019年1月6日,1,フル聞けなっ,
